freq,unit,hhtyp,geo\TIME_PERIOD	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,PC_HH,TOTAL,ES	: 	27.55 	33.64 	35.51 	38.04 	43.48 	49.86 	52.93 	57.82 	62.71 	66.59 	69.73 	74.35 	78.75 	81.93 	83.39 	86.36 	91.44 	95.38 	95.92 	96.08 	96.45 	96.83 
A,PC_HH,TOTAL,EU15	38.69 	42.80 	46.46 	52.93 	53.88 	59.26 	64.28 	69.10 	73.14 	75.71 	78.54 	81.11 	83.38 	84.72 	87.26 	88.54 	90.23 	: 	: 	: 	: 	: 	: 
A,PC_HH,TOTAL,EU25	: 	: 	42.66 	48.37 	50.99 	56.60 	62.00 	67.45 	71.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,PC_HH,TOTAL,EU27_2007	: 	: 	40.55 	48.37 	49.09 	54.76 	60.25 	65.81 	69.95 	72.98 	76.12 	78.65 	81.08 	82.64 	85.44 	86.93 	88.85 	: 	: 	: 	: 	: 	: 
A,PC_HH,TOTAL,EU27_2020	: 	: 	: 	: 	: 	52.99 	58.60 	64.15 	68.46 	71.55 	74.54 	77.17 	79.61 	81.37 	84.21 	85.81 	87.94 	89.68 	91.30 e	92.30 b	92.44 	93.09 	94.09 
A,PC_HH,TOTAL,EU28	: 	: 	: 	: 	: 	54.65 	60.13 	65.69 	69.85 	72.89 	76.05 	78.54 	80.99 	82.60 	85.38 	86.86 	88.80 	90.48 	: 	: 	: 	: 	: 
A,PC_HH,TOTAL,FI	44.28 	47.36 	50.91 	54.14 	64.73 	68.78 	72.38 	77.78 	80.54 	84.16 	86.80 	89.24 	89.83 	89.93 	91.95 	94.42 	94.28 	94.36 	96.00 	96.56 	97.59 	96.78 	97.35 
A,PC_HH,TOTAL,FR	23.04 	30.98 	33.61 	: 	40.93 	55.05 	62.32 	68.87 	73.61 	75.92 	80.00 	81.72 	82.96 	82.62 	85.87 	86.41 	88.56 	90.17 	: 	93.33 	92.25 	93.34 	94.44 
A,PC_HH,TOTAL,HR	: 	: 	: 	: 	: 	40.59 	45.26 	50.04 	56.50 	61.41 	66.41 	64.58 	68.37 	76.71 	77.34 	76.45 	81.52 	80.52 	85.00 	86.09 	85.52 	89.56 	88.37 
A,PC_HH,TOTAL,HU	: 	: 	14.18 	22.12 	31.65 	37.72 	46.63 	53.42 	58.41 	63.22 	66.81 	69.66 	73.06 	75.64 	79.18 	82.35 	83.31 	86.20 	87.63 	90.78 	91.44 	92.73 	94.78 
A,PC_HH,TOTAL,IE	: 	35.57 	39.73 	47.18 	49.95 	57.27 	63.05 	66.67 	71.69 	78.12 	81.09 	82.39 	82.17 	84.86 	86.91 	88.37 	89.11 	90.59 	91.82 	97.50 b	: u	93.92 	92.97 
A,PC_HH,TOTAL,IS	: 	: 	80.59 	84.41 	83.02 	83.70 	87.73 	89.59 	92.04 	92.59 	94.60 	96.41 	96.48 	: 	: 	97.86 	99.18 	97.70 	98.48 	98.36 	: 	: 	: 
A,PC_HH,TOTAL,IT	33.75 	32.08 	34.11 	38.58 	40.01 	43.38 	46.93 	53.48 	58.97 	61.57 	62.92 	68.91 	72.61 	75.39 	78.51 	81.02 	84.34 	85.17 	88.10 	90.49 	91.45 	91.89 	93.41 
A,PC_HH,TOTAL,LT	4.10 	6.15 	11.60 	15.78 	34.51 	44.36 	50.94 	60.00 	60.58 	60.14 	60.12 	64.73 	65.97 	68.26 	71.75 	74.97 	78.38 	81.52 	82.13 	86.55 	87.71 	88.59 	90.38 
A,PC_HH,TOTAL,LU	39.89 	45.39 	58.64 	64.58 	70.18 	74.55 	80.09 	87.20 	90.28 	90.62 	93.08 	94.46 	95.56 	96.78 	97.04 	97.23 	92.99 b	95.20 	93.57 	99.18 	97.64 	99.06 	98.84 
A,PC_HH,TOTAL,LV	3.00 	: 	14.65 	30.52 	42.20 	50.53 	52.81 	58.02 	59.77 	63.64 	68.68 	71.60 	73.38 	76.00 	77.34 b	78.61 	81.58 	85.45 	89.73 	91.15 	91.39 	93.07 	94.33 
A,PC_HH,TOTAL,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	54.99 	: 	: 	: 	: 	70.57 	72.18 	74.25 	80.26 	80.76 	80.96 	81.28 	84.50 
A,PC_HH,TOTAL,MK	: 	: 	11.18 	: 	13.90 	: 	29.36 	41.79 	46.10 	: 	58.30 	65.08 	68.34 	69.38 	75.29 	73.58 	79.32 	81.62 	79.39 	83.74 	: 	: 	90.81 
A,PC_HH,TOTAL,MT	: 	: 	: 	40.57 	52.78 	53.92 	59.00 	64.45 	70.45 	75.29 	76.70 	78.04 	80.32 	81.00 	81.41 	84.77 	84.14 	86.08 	90.36 	90.54 	93.39 	93.54 	95.58 
A,PC_HH,TOTAL,NL	58.00 	60.53 	64.99 	78.26 	80.26 	82.89 	86.08 	89.70 	90.89 	93.64 	93.55 	94.63 	95.78 	95.97 	96.66 	98.23 	98.00 	98.41 	96.95 	98.56 	98.28 	98.86 	99.04 
A,PC_HH,TOTAL,NO	: 	60.49 	60.09 	64.01 	68.79 	77.59 	83.97 	85.56 	89.79 	92.24 	92.69 	94.29 	93.07 	96.60 	97.05 	96.65 	96.01 	98.38 	96.20 	98.93 	99.01 	99.01 	98.10 
A,PC_HH,TOTAL,PL	11.00 	14.00 	26.02 	30.44 	35.94 	40.98 	47.60 	58.59 	63.44 	66.64 	70.49 	71.90 	74.76 	75.78 	80.45 	81.88 	84.19 	86.75 	90.38 	92.42 	93.33 	93.30 	95.89 
A,PC_HH,TOTAL,PT	15.12 	21.69 	26.17 	31.46 	35.15 	39.61 	46.04 	47.89 	53.73 	57.97 	61.02 	62.34 	64.87 	70.23 	74.05 	76.94 	79.43 	80.94 	84.49 	87.34 	88.15 	89.01 	90.60 
A,PC_HH,TOTAL,RO	: 	: 	5.58 	: 	14.25 	22.25 	29.60 	37.95 	42.18 	47.44 	53.77 	58.07 	60.54 b	67.71 	72.40 	76.45 	80.89 	83.61 	86.24 	88.74 	89.41 	92.00 	94.57 
A,PC_HH,TOTAL,RS	: 	: 	: 	: 	: 	26.27 	: 	36.66 	: 	: 	: 	: 	: 	63.76 	: 	68.03 	72.91 	80.14 	80.95 	81.51 	83.24 	85.39 	88.85 
A,PC_HH,TOTAL,SE	: 	: 	: 	72.53 	77.39 	78.55 	84.44 	85.98 	88.30 	90.64 	91.69 	92.59 	89.57 	91.03 	93.80 b	94.73 	93.42 	96.06 	93.94 	93.23 	94.33 	94.87 	95.43 
A,PC_HH,TOTAL,SI	: 	: 	46.86 	48.21 	54.36 	57.61 	58.89 	63.94 	68.13 	72.60 	73.94 	75.62 	76.80 	77.64 	78.42 	81.74 	86.68 	88.96 	89.97 	93.04 	92.60 	93.72 	94.13 
A,PC_HH,TOTAL,SK	: 	: 	23.34 	22.97 	26.58 	46.11 	58.34 	62.23 	67.48 	70.78 	75.44 	77.91 	78.35 	79.48 	80.52 	81.33 	80.84 	82.19 	85.78 	89.96 	90.65 	90.60 	90.54 
A,PC_HH,TOTAL,TR	: 	: 	7.02 	7.66 	: 	19.71 	25.41 	30.03 	41.63 	: 	47.20 	49.08 	60.24 	69.54 	76.34 	80.74 	83.79 	88.30 	90.73 	91.98 	94.15 	95.54 	96.45 
A,PC_HH,TOTAL,UK	49.72 	55.11 	55.90 	60.23 	62.64 	66.72 	71.14 	76.69 	79.61 	82.70 	86.80 	88.45 	90.34 	91.25 	93.48 	93.99 	94.85 	95.85 	97.30 	: 	: 	: 	: 
A,PC_HH,TOTAL,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.77 	93.20 	93.19 	96.44 	: 	: 	: 	: 
